form	POS	lemma	POSUD	ud-feats
à	PRE	a3	ADP	_
oisouseté	NOMcom	oisoseté	NOUN	_
,	PONfbl	,	PUNCT	_
quar	CONcoo	car	CCONJ	_
tot	PROind	tot	PRON	PronType=Ind
revient	VERcjg	revenir	VERB	VerbForm=Fin
à	PRE	a3	ADP	_
nient	PROind	nïent	PRON	PronType=Ind
.	PONfrt	.	PUNCT	_
Adonc	ADVgen	adonc	ADV	_
blasma	VERcjg	blasmer	VERB	VerbForm=Fin
nostre	DETpos	nostre	DET	Poss=Yes
sires	NOMcom	seignor	NOUN	_
les	DETdef	le	DET	PronType=Art|Definite=Def
paiens	NOMcom	paien	NOUN	_
par	PRE	par	ADP	_
ses	DETpos	son4	DET	Poss=Yes
apostres	NOMcom	apostle	NOUN	_
de	PRE	de	ADP	_
ceu	PROdem	ce1	PRON	PronType=Dem
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
aveient	VERcjg	avoir	VERB	VerbForm=Fin
esté	VERppe	estre1	VERB	VerbForm=Part|Tense=Past
oisous	ADJqua	oisos	ADJ	_
,	PONfbl	,	PUNCT	_
ce	PROdem	ce1	PRON	PronType=Dem
est	VERcjg	estre1	VERB	VerbForm=Fin
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
n	ADVneg	ne1	ADV	PronType=Neg
’	PONfbl	’	PUNCT	_
aveient	VERcjg	avoir	VERB	VerbForm=Fin
de	PRE	de	ADP	_
riens	PROind	rien	PRON	PronType=Ind
entendu	VERppe	entendre	VERB	VerbForm=Part|Tense=Past
à	PRE	a3	ADP	_
son	DETpos	son4	DET	Poss=Yes
service	NOMcom	servise	NOUN	_
.	PONfrt	.	PUNCT	_
Et	CONcoo	et	CCONJ	_
toz	DETind	tot	DET	PronType=Ind
li	DETdef	le	DET	PronType=Art|Definite=Def
poples	NOMcom	pueple	NOUN	_
qui	PROrel	qui	PRON	PronType=Rel
ou	PROper	il	PRON	PronType=Prs
vit	VERcjg	vëoir	VERB	VerbForm=Fin
en	PROadv	en2	ADV	_
rendit	VERcjg	rendre	VERB	VerbForm=Fin
loenge	NOMcom	löenge	NOUN	_
à	PRE	a3	ADP	_
nostre	DETpos	nostre	DET	Poss=Yes
Seignor	NOMpro	seignor	PROPN	_
.	PONfrt	.	PUNCT	_
Seignors	NOMcom	seignor	NOUN	_
,	PONfbl	,	PUNCT	_
ce	PROdem	ce1	PRON	PronType=Dem
est	VERcjg	estre1	VERB	VerbForm=Fin
li	DETdef	le	DET	PronType=Art|Definite=Def
beaus	ADJqua	bel1	ADJ	_
miracles	NOMcom	miracle	NOUN	_
que	PROrel	que2	PRON	PronType=Rel
li	DETdef	le	DET	PronType=Art|Definite=Def
evangiles	NOMcom	evangile	NOUN	_
d	PRE	de	ADP	_
’	PONfbl	’	PUNCT	_
ui	ADVgen	ui	ADV	_
nos	PROper	nos1	PRON	PronType=Prs
reconte	VERcjg	reconter	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Or	ADVgen	or4	ADV	_
oiez	VERcjg	öir	VERB	VerbForm=Fin
que	PROrel	que2	PRON	PronType=Rel
ceu	PROdem	ce1	PRON	PronType=Dem
signefie	VERcjg	senefiier	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Li	DETdef	le	DET	PronType=Art|Definite=Def
cecs	NOMcom	cieu	NOUN	_
signefie	VERcjg	seignier	VERB	VerbForm=Fin
les	DETdef	le	DET	PronType=Art|Definite=Def
paiens	NOMcom	paien	NOUN	_
.	PONfrt	.	PUNCT	_
Les	DETdef	le	DET	PronType=Art|Definite=Def
Jues	NOMpro	jüif	PROPN	_
e	CONcoo	et	CCONJ	_
les	DETdef	le	DET	PronType=Art|Definite=Def
faus	ADJqua	faus	ADJ	_
crestiens	NOMcom	crestiien	NOUN	_
.	PONfrt	.	PUNCT	_
Quar	CONcoo	car	CCONJ	_
ausi	ADVgen	aussi	ADV	_
cum	CONsub	come1	SCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
cecs	NOMcom	cieu	NOUN	_
aveit	VERcjg	avoir	VERB	VerbForm=Fin
perdue	VERppe	perdre	VERB	VerbForm=Part|Tense=Past
la	DETdef	le	DET	PronType=Art|Definite=Def
veue	NOMcom	veüe	NOUN	_
dau	PRE.DETdef	de+le	ADP.DET	_.PronType=Art|Definite=Yes
cors	NOMcom	cors1	NOUN	_
,	PONfbl	,	PUNCT	_
ausi	ADVgen	aussi	ADV	_
ont	VERcjg	avoir	VERB	VerbForm=Fin
li	DETdef	le	DET	PronType=Art|Definite=Def
paien	NOMcom	paien	NOUN	_
,	PONfbl	,	PUNCT	_
e	CONcoo	et	CCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
Jue	NOMpro	jüif	PROPN	_
e	CONcoo	et	CCONJ	_
faus	ADJqua	faus	ADJ	_
crestien	NOMcom	crestiien	NOUN	_
fors	ADVgen	fors1	ADV	_
de	PRE	de	ADP	_
la	DETdef	le	DET	PronType=Art|Definite=Def
vie	NOMcom	vie1	NOUN	_
,	PONfbl	,	PUNCT	_
qui	PROrel	qui	PRON	PronType=Rel
les	PROper	il	PRON	PronType=Prs
deit	VERcjg	devoir	VERB	VerbForm=Fin
mener	VERinf	mener	VERB	VerbForm=Inf
en	PRE	en1	ADP	_
la	DETdef	le	DET	PronType=Art|Definite=Def
gloire	NOMcom	gloire	NOUN	_
Dé	NOMpro	Dieu	PROPN	_
.	PONfrt	.	PUNCT	_
Li	DETdef	le	DET	PronType=Art|Definite=Def
paien	NOMcom	paien	NOUN	_
e	CONcoo	et	CCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
Jue	NOMpro	jüif	PROPN	_
soloient	VERcjg	soloir	VERB	VerbForm=Fin
par	PRE	par	ADP	_
mescreance	NOMcom	mescrëance	NOUN	_
,	PONfbl	,	PUNCT	_
e	CONcoo	et	CCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
faus	ADJqua	faus	ADJ	_
crestien	NOMcom	crestiien	NOUN	_
,	PONfbl	,	PUNCT	_
ja	ADVgen	ja	ADV	_
seit	VERcjg	estre1	VERB	VerbForm=Fin
ceu	PROdem	ce1	PRON	PronType=Dem
qu	PROrel	que2	PRON	PronType=Rel
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
aient	VERcjg	avoir	VERB	VerbForm=Fin
bone	ADJqua	bon	ADJ	_
creance	NOMcom	crëance	NOUN	_
,	PONfbl	,	PUNCT	_
il	PROper	il	PRON	PronType=Prs
soloient	VERcjg	soloir	VERB	VerbForm=Fin
par	PRE	par	ADP	_
malvaise	ADJqua	mauvais	ADJ	_
vie	NOMcom	vie1	NOUN	_
que	PROrel	que2	PRON	PronType=Rel
il	PROper	il	PRON	PronType=Prs
demainent	VERcjg	demener	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
par	PRE	par	ADP	_
lecherie	NOMcom	lecherie	NOUN	_
,	PONfbl	,	PUNCT	_
par	PRE	par	ADP	_
glotonie	NOMcom	glotonie	NOUN	_
,	PONfbl	,	PUNCT	_
par	PRE	par	ADP	_
ivresce	NOMcom	ivrece	NOUN	_
,	PONfbl	,	PUNCT	_
par	PRE	par	ADP	_
coveitise	NOMcom	covoitise	NOUN	_
,	PONfbl	,	PUNCT	_
par	PRE	par	ADP	_
usure	NOMcom	usure	NOUN	_
,	PONfbl	,	PUNCT	_
par	PRE	par	ADP	_
vendre	VERinf	vendre	VERB	VerbForm=Inf
à	PRE	a3	ADP	_
terme	NOMcom	terme	NOUN	_
,	PONfbl	,	PUNCT	_
par	PRE	par	ADP	_
laironcin	NOMcom	larroncin	NOUN	_
,	PONfbl	,	PUNCT	_
par	PRE	par	ADP	_
roberie	NOMcom	roberie	NOUN	_
,	PONfbl	,	PUNCT	_
par	PRE	par	ADP	_
fornicacion	NOMcom	fornicacïon	NOUN	_
,	PONfbl	,	PUNCT	_
par	PRE	par	ADP	_
avoltire	NOMcom	avoutire1	NOUN	_
,	PONfbl	,	PUNCT	_
par	PRE	par	ADP	_
les	DETdef	le	DET	PronType=Art|Definite=Def
pechiez	NOMcom	pechié	NOUN	_
de	PRE	de	ADP	_
dampnacion	NOMcom	damnacïon	NOUN	_
Ne	ADVneg	ne1	ADV	PronType=Neg
vous	PROper	vos	PRON	PronType=Prs
sai	VERcjg	savoir	VERB	VerbForm=Fin
mieus	ADVgen	mieus	ADV	_
noumer	VERinf	nomer	VERB	VerbForm=Inf
,	PONfbl	,	PUNCT	_
ciertes	ADVgen	certes	ADV	_
,	PONfbl	,	PUNCT	_
que	ADVgen	que1	ADV	_
plaine	ADJqua	plein	ADJ	_
lune	NOMcom	lune	NOUN	_
.	PONfrt	.	PUNCT	_
Vous	PROper	vos	PRON	PronType=Prs
estes	VERcjg	estre1	VERB	VerbForm=Fin
plaine	ADJqua	plein	ADJ	_
lune	NOMcom	lune	NOUN	_
et	CONcoo	et	CCONJ	_
serés	VERcjg	estre1	VERB	VerbForm=Fin
sans	PRE	sans	ADP	_
decours	NOMcom	decors	NOUN	_
,	PONfbl	,	PUNCT	_
cuers	NOMcom	cuer2	NOUN	_
ki	PROrel	qui	PRON	PronType=Rel
à	PRE	a3	ADP	_
droit	NOMcom	droit	NOUN	_
vous	PROper	vos	PRON	PronType=Prs
aime	VERcjg	amer1	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
il	PROper	il	PRON	PronType=Prs
atent	VERcjg	atendre	VERB	VerbForm=Fin
vrai	ADJqua	verai	ADJ	_
secours	NOMcom	secors	NOUN	_
,	PONfbl	,	PUNCT	_
trop	ADVgen	trop	ADV	_
i	PROadv	i2	ADV	_
ai	VERcjg	avoir	VERB	VerbForm=Fin
atargié	VERppe	atargier	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
metre	VERinf	metre2	VERB	VerbForm=Inf
m	PROper	je	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
esteut	VERcjg	estovoir1	VERB	VerbForm=Fin
au	PRE.DETdef	a3+le	ADP.DET	_.PronType=Art|Definite=Yes
cours	NOMcom	cors2	NOUN	_
.	PONfrt	.	PUNCT	_
Dame	NOMcom	dame	NOUN	_
,	PONfbl	,	PUNCT	_
secourés	VERcjg	secorre1	VERB	VerbForm=Fin
moi	PROper	je	PRON	PronType=Prs
,	PONfbl	,	PUNCT	_
car	CONcoo	car	CCONJ	_
mes	DETpos	mon1	DET	Poss=Yes
termes	NOMcom	terme	NOUN	_
est	VERcjg	estre1	VERB	VerbForm=Fin
cours	ADJqua	cort2	ADJ	_
.	PONfrt	.	PUNCT	_
Vous	PROper	vos	PRON	PronType=Prs
n	ADVneg	ne1	ADV	PronType=Neg
’	PONfbl	’	PUNCT	_
estes	VERcjg	estre1	VERB	VerbForm=Fin
mie	ADVneg	mie	ADV	PronType=Neg
lune	NOMcom	lune	NOUN	_
croissans	VERppa	croistre	VERB	VerbForm=Part|Tense=Pres
et	CONcoo	et	CCONJ	_
descroissans	VERppa	descroistre	VERB	VerbForm=Part|Tense=Pres
,	PONfbl	,	PUNCT	_
ains	ADVgen	ainz	ADV	_
estes	VERcjg	estre1	VERB	VerbForm=Fin
de	PRE	de	ADP	_
tous	DETind	tot	DET	PronType=Ind
biens	NOMcom	bien2	NOUN	_
raemplie	VERppe	räemplir	VERB	VerbForm=Part|Tense=Past
tous	DETind	tot	DET	PronType=Ind
tans	NOMcom	tens	NOUN	_
.	PONfrt	.	PUNCT	_
Qui	PROrel	qui	PRON	PronType=Rel
bien	ADVgen	bien1	ADV	_
vous	PROper	vos	PRON	PronType=Prs
ameroit	VERcjg	amer1	VERB	VerbForm=Fin
comme	CONsub	come1	SCONJ	_
loiaus	ADJqua	lëal	ADJ	_
amans	NOMcom	amant	NOUN	_
,	PONfbl	,	PUNCT	_
de	PRE	de	ADP	_
vostre	DETpos	vostre	DET	Poss=Yes
amour	NOMcom	amor	NOUN	_
seroit	VERcjg	estre1	VERB	VerbForm=Fin
tous	DETind	tot	DET	PronType=Ind
ses	DETpos	son4	DET	Poss=Yes
cuers	NOMcom	cuer2	NOUN	_
sourundans	VERppa	soronder	VERB	VerbForm=Part|Tense=Pres
.	PONfrt	.	PUNCT	_
Si	ADVgen	si	ADV	_
plaine	ADJqua	plein	ADJ	_
estes	VERcjg	estre1	VERB	VerbForm=Fin
de	PRE	de	ADP	_
bien	NOMcom	bien2	NOUN	_
que	CONsub	que4	SCONJ	_
toute	ADVgen	tot	ADV	_
en	PROadv	en2	ADV	_
sourondés	VERcjg	soronder	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
Dame	NOMcom	dame	NOUN	_
,	PONfbl	,	PUNCT	_
par	PRE	par	ADP	_
vo	DETpos	vostre	DET	Poss=Yes
mierchi	NOMcom	merci	NOUN	_
,	PONfbl	,	PUNCT	_
sour	PRE	sor2	ADP	_
moi	PROper	je	PRON	PronType=Prs
en	PROadv	en2	ADV	_
respandés	VERcjg	respandre	VERB	VerbForm=Fin
tant	ADVgen	tant	ADV	_
que	CONsub	que4	SCONJ	_
mes	DETpos	mon1	DET	Poss=Yes
cuers	NOMcom	cuer2	NOUN	_
,	PONfbl	,	PUNCT	_
li	DETdef	le	DET	PronType=Art|Definite=Def
fel	NOMcom	felon	NOUN	_
,	PONfbl	,	PUNCT	_
en	PROadv	en2	ADV	_
puist	VERcjg	pöoir	VERB	VerbForm=Fin
estre	VERinf	estre1	VERB	VerbForm=Inf
arousés	VERppe	aroser1	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
c	CONcoo	que4	CCONJ	_
’	PONfbl	’	PUNCT	_
autrement	ADVgen	autrement	ADV	_
ne	ADVneg	ne1	ADV	PronType=Neg
puis	VERcjg	pöoir	VERB	VerbForm=Fin
estre	VERinf	estre1	VERB	VerbForm=Inf
de	PRE	de	ADP	_
mes	DETpos	mon1	DET	Poss=Yes
pechiés	NOMcom	pechié	NOUN	_
mondés	VERppe	monder2	VERB	VerbForm=Part|Tense=Past
.	PONfrt	.	PUNCT	_
Vous	PROper	vos	PRON	PronType=Prs
estes	VERcjg	estre1	VERB	VerbForm=Fin
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
olifans	NOMcom	olifant	NOUN	_
ki	PROrel	qui	PRON	PronType=Rel
ainc	ADVgen	ainz	ADV	_
ne	ADVneg	ne1	ADV	PronType=Neg
se	PROper	soi1	PRON	PronType=Prs
ploia	VERcjg	ploiier	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Se	CONsub	se	SCONJ	_
Dieus	NOMpro	Dieu	PROPN	_
s	PROper	soi1	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
offri	VERcjg	ofrir	VERB	VerbForm=Fin
à	PRE	a3	ADP	_
vous	PROper	vos	PRON	PronType=Prs
hautement	ADVgen	hautement	ADV	_
s	PROper	soi1	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
emploia	VERcjg	emploiier	VERB	VerbForm=Fin
Ceo	PROdem	ce1	PRON	PronType=Dem
est	VERcjg	estre1	VERB	VerbForm=Fin
à	PRE	a3	ADP	_
creire	VERinf	croire	VERB	VerbForm=Inf
dunt	PROrel	dont	PRON	PronType=Rel
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
em	PROind	on	PRON	PronType=Ind
veit	VERcjg	vëoir	VERB	VerbForm=Fin
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
eovre	NOMcom	uevre	NOUN	_
,	PONfbl	,	PUNCT	_
ki	PROrel	qui	PRON	PronType=Rel
la	DETdef	le	DET	PronType=Art|Definite=Def
verité	NOMcom	verité	NOUN	_
en	PROadv	en2	ADV	_
descovre	VERcjg	descovrir	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Une	DETndf	un	DET	PronType=Art|Definite=Ind
puce	NOMcom	puce1	NOUN	_
,	PONfbl	,	PUNCT	_
ceo	PROdem	ce1	PRON	PronType=Dem
dit	VERcjg	dire	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
munta	VERcjg	monter	VERB	VerbForm=Fin
sur	PRE	sor2	ADP	_
un	DETndf	un	DET	PronType=Art|Definite=Ind
chameil	NOMcom	chamoil	NOUN	_
,	PONfbl	,	PUNCT	_
sil	ADVgen.PROper	si+il	ADV.PRON	_.PronType=Prs
chevacha	VERcjg	chevauchier	VERB	VerbForm=Fin
desi	ADVgen	deci	ADV	_
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
en	PRE	en1	ADP	_
une	DETndf	un	DET	PronType=Art|Definite=Ind
autre	ADJind	autre	ADJ	PronType=Ind
contree	NOMcom	contree	NOUN	_
.	PONfrt	.	PUNCT	_
Dunc	ADVgen	donc	ADV	_
se	PROper	soi1	PRON	PronType=Prs
est	VERcjg	estre1	VERB	VerbForm=Fin
la	DETdef	le	DET	PronType=Art|Definite=Def
puce	NOMcom	puce1	NOUN	_
purpensee	VERppe	porpenser	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
ad	VERcjg	avoir	VERB	VerbForm=Fin
mercié	VERppe	mercïer	VERB	VerbForm=Part|Tense=Past
le	DETdef	le	DET	PronType=Art|Definite=Def
chameil	NOMcom	chamoil	NOUN	_
ki	PROrel	qui	PRON	PronType=Rel
si	ADVgen	si	ADV	_
suef	ADVgen	söef	ADV	_
dedenz	PRE	dedenz	ADP	_
sun	DETpos	son4	DET	Poss=Yes
peil	NOMcom	poil	NOUN	_
l	PROper	il	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
aveit	VERcjg	avoir	VERB	VerbForm=Fin
ensemble	ADVgen	ensemble	ADV	_
od	PRE	o4	ADP	_
lui	PROper	il	PRON	PronType=Prs
portee	VERppe	porter	VERB	VerbForm=Part|Tense=Past
.	PONfrt	.	PUNCT	_
Jameis	ADVgen	ja+mais1	ADV	_
par	PRE	par	ADP	_
sei	PROper	soi1	PRON	PronType=Prs
n	ADVneg	ne1	ADV	PronType=Neg
’	PONfbl	’	PUNCT	_
i	PROadv	i2	ADV	_
fust	VERcjg	estre1	VERB	VerbForm=Fin
alee	VERppe	aler	VERB	VerbForm=Part|Tense=Past
:	PONfbl	:	PUNCT	_
pur	PRE	por2	ADP	_
sun	DETpos	son4	DET	Poss=Yes
travail	NOMcom	travail	NOUN	_
le	PROper	il	PRON	PronType=Prs
servireit	VERcjg	servir	VERB	VerbForm=Fin
mut	ADVgen	mout	ADV	_
volunters	ADVgen	volentiers	ADV	_
si	CONsub	se	SCONJ	_
ele	PROper	il	PRON	PronType=Prs
poeit	VERcjg	pöoir	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Li	DETdef	le	DET	PronType=Art|Definite=Def
chamaeilz	NOMcom	chamoil	NOUN	_
li	PROper	il	PRON	PronType=Prs
ad	VERcjg	avoir	VERB	VerbForm=Fin
respundu	VERppe	respondre1	VERB	VerbForm=Part|Tense=Past
ke	CONsub	que4	SCONJ	_
unkes	ADVgen	onque	ADV	_
de	PRE	de	ADP	_
lui	PROper	il	PRON	PronType=Prs
chargé	VERppe	chargier	VERB	VerbForm=Part|Tense=Past
ne	ADVneg	ne1	ADV	PronType=Neg
fu	VERcjg	estre1	VERB	VerbForm=Fin
à	PRE	a3	ADP	_
plus	ADVgen	plus	ADV	_
halt	ADJqua	haut	ADJ	_
home	NOMcom	ome	NOUN	_
ke	CONsub	que1	SCONJ	_
al	PRE.DETdef	a3+le	ADP.DET	_.PronType=Art|Definite=Yes
emperur	NOMcom	emperëor	NOUN	_
de	PRE	de	ADP	_
Rome	NOMpro	Rome	PROPN	_
.	PONfrt	.	PUNCT	_
Ore	ADVgen	or4	ADV	_
entende	VERcjg	entendre	VERB	VerbForm=Fin
chascun	PROind	chascun	PRON	PronType=Ind
e	CONcoo	et	CCONJ	_
gart	VERcjg	garder	VERB	VerbForm=Fin
de	PRE	de	ADP	_
la	DETdef	le	DET	PronType=Art|Definite=Def
noblesce	NOMcom	noblece	NOUN	_
al	PRE.DETdef	a3+le	ADP.DET	_.PronType=Art|Definite=Yes
viel	ADJqua	vieil	ADJ	_
Richart	NOMpro	Richard	PROPN	_
,	PONfbl	,	PUNCT	_
e	CONcoo	et	CCONJ	_
come	ADVsub	come1	ADV	_
sa	DETpos	son4	DET	Poss=Yes
gentil	ADJqua	gentil	ADJ	_
lignee	NOMcom	ligniee	NOUN	_
fu	VERcjg	estre1	VERB	VerbForm=Fin
honuree	VERppe	onorer	VERB	VerbForm=Part|Tense=Past
e	CONcoo	et	CCONJ	_
eshaucie	VERppe	essaucier	VERB	VerbForm=Part|Tense=Past
.	PONfrt	.	PUNCT	_
Emme	NOMpro	Emma	PROPN	_
,	PONfbl	,	PUNCT	_
sa	DETpos	son4	DET	Poss=Yes
fille	NOMcom	fille	NOUN	_
,	PONfbl	,	PUNCT	_
fu	VERcjg	estre1	VERB	VerbForm=Fin
reine	NOMcom	röine1	NOUN	_
,	PONfbl	,	PUNCT	_
à	PRE	a3	ADP	_
lui	PROper	il	PRON	PronType=Prs
fu	VERcjg	estre1	VERB	VerbForm=Fin
Engleterre	NOMpro	Engleterre	PROPN	_
encline	ADJqua	enclin1	ADJ	_
,	PONfbl	,	PUNCT	_
Aedward	NOMpro	Edouard	PROPN	_
,	PONfbl	,	PUNCT	_
sis	DETpos	son4	DET	Poss=Yes
niés	NOMcom	nevo	NOUN	_
,	PONfbl	,	PUNCT	_
reis	NOMcom	roi2	NOUN	_
des	PRE.DETdef	de+le	ADP.DET	_.PronType=Art|Definite=Yes
Engleis	NOMpro	Anglais	PROPN	_
,	PONfbl	,	PUNCT	_
e	CONcoo	et	CCONJ	_
Hardekenut	NOMpro	Hardeknut	PROPN	_
des	PRE.DETdef	de+le	ADP.DET	_.PronType=Art|Definite=Yes
Daneis	NOMpro	Danois	PROPN	_
.	PONfrt	.	PUNCT	_
Funnil	NOMpro	§Funnil	PROPN	_
fu	VERcjg	estre1	VERB	VerbForm=Fin
à	PRE	a3	ADP	_
Rome	NOMpro	Rome	PROPN	_
menee	VERppe	mener	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
e	CONcoo	et	CCONJ	_
à	PRE	a3	ADP	_
Rome	NOMpro	Rome	PROPN	_
fu	VERcjg	estre1	VERB	VerbForm=Fin
mariee	VERppe	marïer	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
femme	NOMcom	feme	NOUN	_
fu	VERcjg	estre1	VERB	VerbForm=Fin
à	PRE	a3	ADP	_
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
Empereur	NOMcom	emperëor	NOUN	_
.	PONfrt	.	PUNCT	_
Ne	ADVneg	ne1	ADV	PronType=Neg
pout	VERcjg	pöoir	VERB	VerbForm=Fin
aveir	VERinf	avoir	VERB	VerbForm=Inf
plus	ADVgen	plus	ADV	_
halt	ADJqua	haut	ADJ	_
seignur	NOMcom	seignor	NOUN	_
.	PONfrt	.	PUNCT	_
Richard	NOMpro	Richard	PROPN	_
fu	VERcjg	estre1	VERB	VerbForm=Fin
mult	ADVgen	mout	ADV	_
de	PRE	de	ADP	_
grant	ADJqua	grant	ADJ	_
afaire	NOMcom	afaire2	NOUN	_
,	PONfbl	,	PUNCT	_
de	PRE	de	ADP	_
bone	ADJqua	bon	ADJ	_
gent	NOMcom	gent1	NOUN	_
out	VERcjg	avoir	VERB	VerbForm=Fin
grant	ADJqua	grant	ADJ	_
repaire	NOMcom	repaire	NOUN	_
.	PONfrt	.	PUNCT	_
Quant	CONsub	cant1	SCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
jovenciaus	NOMcom	jovencel	NOUN	_
abitoit	VERcjg	abiter	VERB	VerbForm=Fin
encore	ADVgen	encore	ADV	_
en	PRE	en1	ADP	_
la	DETdef	le	DET	PronType=Art|Definite=Def
chaüte	NOMcom	cahute	NOUN	_
de	PRE	de	ADP	_
jons	NOMcom	jonc	NOUN	_
entoissue	VERppe	entistre	VERB	VerbForm=Part|Tense=Past
dont	PROrel	dont	PRON	PronType=Rel
je	PROper	je	PRON	PronType=Prs
vos	PROper	vos	PRON	PronType=Prs
ai	VERcjg	avoir	VERB	VerbForm=Fin
devant	ADVgen	devant	ADV	_
dit	VERppe	dire	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
il	PROper	il	PRON	PronType=Prs
n	ADVneg	ne1	ADV	PronType=Neg
’	PONfbl	’	PUNCT	_
avoit	VERcjg	avoir	VERB	VerbForm=Fin
d	PRE	de	ADP	_
’	PONfbl	’	PUNCT	_
aage	NOMcom	ëage	NOUN	_
que	ADVgen	que1	ADV	_
yy	DETcar	Numéral	DET	NumType=Card
anz	NOMcom	an	NOUN	_
.	PONfrt	.	PUNCT	_
Si	ADVgen	si	ADV	_
vinrent	VERcjg	venir	VERB	VerbForm=Fin
larrons	NOMcom	larron	NOUN	_
une	DETndf	un	DET	PronType=Art|Definite=Ind
nuit	NOMcom	nuit	NOUN	_
à	PRE	a3	ADP	_
lui	PROper	il	PRON	PronType=Prs
por	PRE	por2	ADP	_
ce	PROdem	ce1	PRON	PronType=Dem
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
cuidoient	VERcjg	cuidier1	VERB	VerbForm=Fin
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
eust	VERcjg	avoir	VERB	VerbForm=Fin
aucune	DETind	aucun	DET	PronType=Ind
chose	NOMcom	chose	NOUN	_
qu	PROrel	que2	PRON	PronType=Rel
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
li	PROper	il	PRON	PronType=Prs
peussent	VERcjg	pöoir	VERB	VerbForm=Fin
tolir	VERinf	tolir	VERB	VerbForm=Inf
,	PONfbl	,	PUNCT	_
ou	CONcoo	o3	CCONJ	_
por	PRE	por2	ADP	_
ce	PROdem	ce1	PRON	PronType=Dem
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
cuidoient	VERcjg	cuidier1	VERB	VerbForm=Fin
que	CONsub	que4	SCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
jovenciaus	NOMcom	jovencel	NOUN	_
fust	VERcjg	estre1	VERB	VerbForm=Fin
venuz	VERppe	venir	VERB	VerbForm=Part|Tense=Past
illuec	ADVgen	iluec	ADV	_
abiter	VERinf	abiter	VERB	VerbForm=Inf
.	PONfrt	.	PUNCT	_
Si	ADVgen	si	ADV	_
seulement	ADVgen	solement2	ADV	_
en	PRE	en1	ADP	_
lor	DETpos	lor2	DET	Poss=Yes
despit	NOMcom	despit	NOUN	_
et	CONcoo	et	CCONJ	_
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
n	ADVneg	ne1	ADV	PronType=Neg
’	PONfbl	’	PUNCT	_
eust	VERcjg	avoir	VERB	VerbForm=Fin
d	PRE	de	ADP	_
’	PONfbl	’	PUNCT	_
els	PROper	il	PRON	PronType=Prs
crieme	NOMcom	crieme	NOUN	_
ne	CONcoo	ne2	CCONJ	_
dote	NOMcom	dote	NOUN	_
,	PONfbl	,	PUNCT	_
por	PRE	por2	ADP	_
ce	PROdem	ce1	PRON	PronType=Dem
le	PROper	il	PRON	PronType=Prs
conmencierent	VERcjg	comencier	VERB	VerbForm=Fin
li	DETdef	le	DET	PronType=Art|Definite=Def
